# time	signal	sigma
-4.086749924086042903e-06	3.685376364818032961e-05	1.881498252818281178e-03
-4.084749924142606766e-06	3.380934989625784251e-05	1.884853906455944946e-03
-4.082749924199170629e-06	3.296758255247049410e-05	1.889240865430082995e-03
-4.080749924255734492e-06	3.180883281530101983e-05	1.892492332410798282e-03
-4.078749924312298355e-06	3.234048818058930168e-05	1.895414941054253182e-03
-4.076749924368862218e-06	3.252291812407792876e-05	1.897825618084828230e-03
-4.074749924425426081e-06	3.285189634401650778e-05	1.900373041996491694e-03
-4.072749924481989943e-06	3.273157686552931214e-05	1.899242691647338131e-03
-4.070749924538553806e-06	3.308567057416089566e-05	1.897677662876306754e-03
-4.068749924595117669e-06	3.226080809451555790e-05	1.894098871206551654e-03
-4.066749924651681532e-06	2.966167554232487834e-05	1.889013529146704685e-03
-4.064749924708245395e-06	2.975239341946993039e-05	1.883368273142872968e-03
-4.062749924764809258e-06	2.984452988404000099e-05	1.879700714102855398e-03
-4.060749924821373121e-06	3.194256837881097647e-05	1.872933904625231948e-03
-4.058749924877936984e-06	3.445493776215038202e-05	1.869093887931245297e-03
-4.056749924934500847e-06	3.892951697381230309e-05	1.880696520052164587e-03
-4.054749924991064710e-06	4.227406777216480152e-05	1.879321696095475301e-03
-4.052749925047628573e-06	4.259100804818866104e-05	1.878443702485190500e-03
-4.050749925104192436e-06	4.613497599967932581e-05	1.878904130396516535e-03
-4.048749925160756299e-06	5.046149950541229648e-05	1.892333404515544274e-03
-4.046749925217320161e-06	5.251916776221646178e-05	1.893603389205378859e-03
-4.044749925273884024e-06	5.788844403580745721e-05	1.893926921961212005e-03
-4.042749925330447887e-06	6.475952031432483666e-05	1.896149086254170441e-03
-4.040749925387011750e-06	7.079735096228674583e-05	1.894095901581694004e-03
-4.038749925443575613e-06	7.597881386382256391e-05	1.891687349217390868e-03
-4.036749925500139476e-06	7.857787913395892587e-05	1.890752793324414725e-03
-4.034749925556703339e-06	7.966309647782014421e-05	1.890299174748951219e-03
-4.032749925613267202e-06	8.251249115017701902e-05	1.887233219091307259e-03
-4.030749925669831065e-06	8.436739600943554424e-05	1.883814624617401135e-03
-4.028749925726394928e-06	8.509261784543784761e-05	1.879563894864177444e-03
-4.026749925782958791e-06	8.313108857230002140e-05	1.875997728061145568e-03
-4.024749925839522654e-06	8.044841360360699726e-05	1.874533944694521670e-03
-4.022749925896086517e-06	7.945271128728591758e-05	1.874556913228401850e-03
-4.020749925952650380e-06	7.789643465526216871e-05	1.875152079540232195e-03
-4.018749926009214242e-06	7.640852041285986409e-05	1.875306698237232334e-03
-4.016749926065778105e-06	7.464550054520677875e-05	1.874800459633744294e-03
