,fname,one_x_offset_init,one_amplitude_init,two_amplitude_init,two_x_offset_init,one_x_offset_fitted,one_amplitude_fitted,two_amplitude_fitted,two_x_offset_fitted
0,C2doubles_more53520,5.20326194314e-06,0.993507199897,0.993507199897,8.0212618493e-06,5.27315032873e-06,0.976162189198,0.896781739731,7.78921876195e-06
0,C2doubles_more53640,9.69257441946e-07,0.993507199897,0.993507199897,2.11125739551e-06,1.05350023484e-06,0.497676534792,0.99535217263,1.23992185843e-06
0,C2doubles_more53643,2.87259194086e-07,0.993507199897,0.993507199897,3.45525909035e-06,3.2600918066e-07,1.05569361041,0.943920134817,3.45400914386e-06
0,C2doubles_more53645,1.33725685392e-06,0.993507199897,0.993507199897,8.03925665023e-06,1.36600756627e-06,0.961994224879,0.924544906816,8.032225929e-06
0,C2doubles_more53736,1.87525857156e-06,0.993507199897,0.993507199897,4.90325847178e-06,2.03772590327e-06,0.884417089242,0.95404970513,4.7838176723e-06
0,C2doubles_more53788,3.73325794139e-06,0.993507199897,0.993507199897,4.91125789393e-06,3.78481924879e-06,0.784346023599,1.26188625259,4.01057962698e-06
0,C2doubles_more53815,7.03256294234e-07,0.993507199897,0.993507199897,2.06325624163e-06,7.9511109782e-07,0.854115917708,1.00341493422,1.82357728222e-06
0,C2doubles_more53880,1.21525512452e-06,0.993507199897,0.993507199897,7.72125492638e-06,1.26537419692e-06,1.18982353977,0.940519602054,7.43773833622e-06
0,C2doubles_more53896,4.01259190862e-07,0.993507199897,0.993507199897,1.81725913667e-06,5.8457125268e-07,0.995352471598,0.497676235799,1.88905425973e-06
0,C2doubles_more53965,6.19925729403e-06,0.993507199897,0.993507199897,6.86925726094e-06,6.26861085374e-06,1.07982035951,0.970580849366,6.3360117903e-06
0,C2doubles_more53970,3.34325564195e-06,0.993507199897,0.993507199897,8.16725549138e-06,3.65127558623e-06,0.731113149268,0.86236699533,8.11600738868e-06
0,C2doubles_more54103,5.23925963165e-06,0.993507199897,0.993507199897,5.75325960297e-06,5.26447680323e-06,0.857619953572,0.958532690575,5.70180781642e-06
