,fname,one_x_offset_init,one_amplitude_init,two_amplitude_init,two_x_offset_init,one_x_offset_fitted,one_amplitude_fitted,two_amplitude_fitted,two_x_offset_fitted,redchi
0,C2doubles00051,3.77124869844e-06,0.993507199897,0.993507199897,4.33724866829e-06,3.8139987378e-06,0.837432652484,1.07703018972,3.92150834681e-06,1.0181187965
0,C2doubles00051,3.77124869844e-06,0.993507199897,0.993507199897,4.33724866829e-06,3.8139987378e-06,0.837432652484,1.07703018972,3.92150834681e-06,1.0181187965
0,C2doubles00057,5.94524979219e-06,0.993507199897,0.993507199897,7.18124974309e-06,5.9978428303e-06,0.858340640377,1.07292532711,6.86444567191e-06,0.951040590419
0,C2doubles00060,5.43525384993e-06,0.993507199897,0.993507199897,7.6412537734e-06,5.47400340968e-06,1.02277722145,0.901475573283,7.44528115015e-06,1.05940880845
0,C2doubles00121,4.77724693714e-06,0.993507199897,0.993507199897,7.67924684092e-06,4.81867914723e-06,0.831412335573,0.829539111793,7.60153918487e-06,1.36618825896
0,C2doubles00134,3.41124697577e-06,0.993507199897,0.993507199897,8.09324682921e-06,3.46199644756e-06,0.87908551152,0.811468797095,8.00653366931e-06,0.655132581723
0,C2doubles00140,7.59124974564e-06,0.993507199897,0.993507199897,8.11324971673e-06,7.66525098937e-06,0.68346705776,1.05762601899,7.77306042859e-06,1.06694285665
0,C2doubles00213,1.81724586562e-06,0.993507199897,0.993507199897,4.29124578151e-06,1.90301010263e-06,1.07298671756,0.824329588174,4.16369374539e-06,2.85215059076
0,C2doubles00216,3.89125100552e-06,0.993507199897,0.993507199897,6.54125091643e-06,3.97687282645e-06,0.852587888418,1.01525938472,6.35188727903e-06,0.915959630141
0,C2doubles00242,3.33924755542e-06,0.993507199897,0.993507199897,4.28124751464e-06,3.3679569072e-06,0.972596144001,0.812348520834,3.76662680998e-06,1.00014862143
0,C2doubles00265,4.70724751673e-06,0.993507199897,0.993507199897,6.46124745299e-06,4.79481929938e-06,1.09293135053,0.971912229042,6.22532473547e-06,0.791964140031
